X,Y,Z,formation
518184.84046494,7494525.92007636,547.,Fault_2235
516855.68842699,7495863.41167651,532.,Fault_2235
515090.68117852,7497755.41096752,558.,Fault_2235
514412.7483578,7498326.90143242,721.,Fault_2235
513025.75434247,7499531.38430439,543.,Fault_2235
564593.63469283,7427461.87431926,463.,Fault_2834
563390.7306098,7429281.75103765,501.,Fault_2834
561832.53877926,7431687.70999462,354.,Fault_2834
560842.16307173,7433880.72204056,369.,Fault_2834
558955.96865975,7436117.78029967,385.,Fault_2834
556051.97961848,7437882.81121035,381.,Fault_2834
552426.42951144,7441599.78406626,404.,Fault_2834
551605.02082916,7442768.79218907,409.,Fault_2834
550188.13920539,7444814.80509136,462.,Fault_2834
548218.22807501,7450974.94948044,547.,Fault_2834
564391.81834914,7435442.27959232,390.,Fault_2835
565317.05846047,7433799.32037664,400.,Fault_2835
565697.08333866,7433267.82508504,403.,Fault_2835
567046.43005652,7430973.46807071,402.,Fault_2835
527900.13926471,7464794.45048068,438.,Fault_2837
530662.33407081,7462583.42019243,414.,Fault_2837
531561.20931701,7461719.40915562,398.,Fault_2837
532433.51345661,7460607.38391354,421.,Fault_2837
533726.6238191,7459728.34289796,380.,Fault_2837
536457.85557244,7456384.74972525,506.,Fault_2837
571353.19026803,7485676.11480959,640.,Fault_2840
575067.75865719,7482086.53213402,798.,Fault_2840
575935.58978929,7481661.53100116,817.,Fault_2840
578049.97821041,7480976.49924012,807.,Fault_2840
579544.58848238,7480699.96918527,765.,Fault_2840
511975.4630899804,7503207.082148803,490.,Fault_2843
513018.03829121,7501955.39928763,507.,Fault_2843
514426.27836077,7500319.4083024,523.,Fault_2843
516084.35138976,7498918.92114254,523.,Fault_2843
516997.11223369,7498099.42919669,589.,Fault_2843
518383.93146578,7496275.42011283,515.,Fault_2843
519879.25178686,7492448.44111527,523.,Fault_2843
519972.78154691,7492053.43901718,535.,Fault_2843
566723.28087973,7435433.86997358,390.,Fault_2910
567141.22003779,7433606.37017167,379.,Fault_2910
567082.09849631,7431264.87103478,402.,Fault_2910
566954.29955495,7430220.86930833,506.,Fault_2910
566919.16829415,7430027.85851864,502.,Fault_2910
566682.75155295,7428901.85904293,596.,Fault_2910
566691.83960136,7427107.36104479,426.,Fault_2910
566745.22233232,7426334.3695246,424.,Fault_2910
548218.22807501,7450974.94948044,547.,Fault_2989
542821.47063177,7451857.99794682,555.,Fault_2989
540643.06975949,7452075.02177046,564.,Fault_2989
534612.46402503,7453759.33523694,475.,Fault_2989
594034.25707337,7481352.9285399,654.,Fault_2996
