index,X,Y,Z,formation
234,629392.02041025,7462410.04811266,650.0,Marra_Mamba_Iron_Formation
235,572504.6229758095,7470837.506850675,698.0,Marra_Mamba_Iron_Formation
236,573278.35962535,7469582.8897078,665.0,Marra_Mamba_Iron_Formation
237,572849.27162535,7467624.87046839,637.0,Marra_Mamba_Iron_Formation
238,570968.25985959,7466565.78007556,642.0,Marra_Mamba_Iron_Formation
239,570199.01202832,7465296.69873128,692.0,Marra_Mamba_Iron_Formation
240,568417.05019539,7465026.6921491,604.0,Marra_Mamba_Iron_Formation
241,566657.36646691,7465430.70957262,579.0,Marra_Mamba_Iron_Formation
242,563294.24120928,7466956.59990474,575.0,Marra_Mamba_Iron_Formation
243,562221.26940418,7467344.400208999,557.0,Marra_Mamba_Iron_Formation
244,561740.28844755,7467824.37013023,581.0,Marra_Mamba_Iron_Formation
245,561328.4801212,7468150.931769901,581.0,Marra_Mamba_Iron_Formation
246,560272.42967014,7469404.68014952,561.0,Marra_Mamba_Iron_Formation
247,560243.08144673,7471232.00872738,576.0,Marra_Mamba_Iron_Formation
248,560804.65132042,7472911.31986714,671.0,Marra_Mamba_Iron_Formation
249,560603.88147336,7474870.85060273,719.0,Marra_Mamba_Iron_Formation
250,559843.11085947,7476701.84029689,594.0,Marra_Mamba_Iron_Formation
251,559882.37326011,7478260.83004672,685.0,Marra_Mamba_Iron_Formation
252,558162.91084616,7480427.79096314,569.0,Marra_Mamba_Iron_Formation
253,551577.23946023,7484982.25264948,535.0,Marra_Mamba_Iron_Formation
254,546587.2301426,7486772.72179265,614.0,Marra_Mamba_Iron_Formation
255,541719.80946737,7488918.16017195,559.0,Marra_Mamba_Iron_Formation
256,558811.3185788611,7432344.791590718,385.0,Marra_Mamba_Iron_Formation
257,559603.62280696,7431954.73008362,501.0,Marra_Mamba_Iron_Formation
258,559815.13096807,7431790.23354559,501.0,Marra_Mamba_Iron_Formation
259,560484.92952504,7431472.70233134,378.0,Marra_Mamba_Iron_Formation
260,567173.9248012297,7432225.770121203,384.0,Jeerinah_Formation
261,568286.7722156445,7432718.376280852,398.0,Jeerinah_Formation
262,568099.5846960568,7433026.027087048,389.0,Jeerinah_Formation
263,568796.1598516,7433198.92069455,389.0,Jeerinah_Formation
264,569452.2150709864,7433269.812299918,392.0,Jeerinah_Formation
265,571763.4107860937,7431230.763851837,434.0,Jeerinah_Formation
266,572851.9423888001,7431291.49740247,431.0,Jeerinah_Formation
267,574893.13837607,7431798.50211254,425.0,Jeerinah_Formation
268,576854.29908177,7432812.51994983,440.0,Jeerinah_Formation
269,578201.73920884,7432692.03957877,456.0,Jeerinah_Formation
270,578235.9647307516,7432721.395365128,456.0,Jeerinah_Formation
271,578373.0076264722,7432516.328537099,456.0,Jeerinah_Formation
272,581043.45047002,7433572.58964689,449.0,Jeerinah_Formation
273,582017.31841689,7435414.13914934,446.0,Jeerinah_Formation
274,581216.78105866,7438856.172737,447.0,Jeerinah_Formation
275,584338.55886033,7441818.26823096,464.0,Jeerinah_Formation
276,588794.51972798,7442832.4112648,480.0,Jeerinah_Formation
277,590288.76870571,7442725.45002078,496.0,Jeerinah_Formation
278,594077.72005476,7442699.00869032,523.0,Jeerinah_Formation
279,598320.18069653,7444220.08849657,537.0,Jeerinah_Formation
280,602414.45034985,7445782.10180785,521.0,Jeerinah_Formation
281,607285.28958331,7448676.3891933,498.0,Jeerinah_Formation
282,607606.3261307369,7448783.6255809525,492.0,Jeerinah_Formation
283,607922.6782673373,7448720.323645967,492.0,Jeerinah_Formation
284,610193.64117841,7450730.70950563,513.0,Jeerinah_Formation
285,610730.796709902,7451110.222407293,516.0,Jeerinah_Formation
286,613609.0504880613,7451320.768774653,510.0,Jeerinah_Formation
287,614169.33890293,7453078.65161816,543.0,Jeerinah_Formation
288,616396.1585288714,7456336.749640994,515.0,Jeerinah_Formation
289,617657.8768490183,7456691.238982137,548.0,Jeerinah_Formation
290,619370.07011523,7459848.70872834,583.0,Jeerinah_Formation
291,621249.24920152,7461837.18911133,579.0,Jeerinah_Formation
292,623749.55091475,7463370.06101232,589.0,Jeerinah_Formation
293,624190.3977715999,7463794.05036629,593.0,Jeerinah_Formation
294,511975.4630899804,7440367.300462692,272.0,Ashburton_Formation
295,518270.44010171,7437879.86878448,295.0,Ashburton_Formation
296,525673.43952098,7435421.32075942,296.0,Ashburton_Formation
297,529633.45147145,7433182.28526008,301.0,Ashburton_Formation
298,535218.29096663,7431543.47704781,317.0,Ashburton_Formation
299,538369.4424904999,7430010.481101,323.0,Ashburton_Formation
300,541023.91968337,7428659.94421913,311.0,Ashburton_Formation
301,541025.79736506,7429339.56362007,313.0,Ashburton_Formation
302,540763.47503117,7429545.75375735,322.0,Ashburton_Formation
303,537534.47270811,7431463.6879425,320.0,Ashburton_Formation
304,536874.50849949,7432625.92947526,318.0,Ashburton_Formation
305,538201.36878804,7433039.87131123,333.0,Ashburton_Formation
306,544473.85259143,7430625.63202366,327.0,Ashburton_Formation
307,553121.87357961,7427293.91822562,318.0,Ashburton_Formation
308,558371.55388982,7424651.25247311,331.0,Ashburton_Formation
309,562752.7867451,7421578.90040497,339.0,Ashburton_Formation
310,518763.5262417826,7495714.531122275,515.0,Jeerinah_Formation
311,518363.05026823,7494563.41782064,547.0,Jeerinah_Formation
312,518195.8643252904,7494528.239645133,547.0,Jeerinah_Formation
313,516849.1357519965,7495855.40267385,532.0,Jeerinah_Formation
314,515921.67771425,7494697.41118314,555.0,Jeerinah_Formation
315,514551.1056523393,7494050.715764282,571.0,Jeerinah_Formation
316,514537.918125474,7494035.5722671375,571.0,Jeerinah_Formation
317,512146.23179449,7492458.34878469,556.0,Jeerinah_Formation
318,534059.7768013722,7438712.202743671,330.0,Jeerinah_Formation
319,536537.9403460999,7440464.90940567,347.0,Jeerinah_Formation
320,538220.15843249,7440801.41336731,363.0,Jeerinah_Formation
321,542119.08841386,7439770.39843073,370.0,Jeerinah_Formation
322,543695.44208582,7439197.40155151,376.0,Jeerinah_Formation
323,544288.9643614782,7439069.778623269,383.0,Jeerinah_Formation
324,543281.2971382447,7439857.891763733,380.0,Jeerinah_Formation
325,544537.12093042,7439450.89842389,394.0,Jeerinah_Formation
326,547974.16040706,7438308.86103545,414.0,Jeerinah_Formation
327,550952.02956055,7437568.32760042,431.0,Jeerinah_Formation
328,552272.03253424,7436300.84897089,391.0,Jeerinah_Formation
329,536359.3862957179,7463694.659576167,406.0,Jeerinah_Formation
330,536668.2998848,7463136.24797424,394.0,Jeerinah_Formation
331,537862.54145174,7462856.22966433,395.0,Jeerinah_Formation
332,536635.24028199,7461457.760294099,390.0,Jeerinah_Formation
333,534291.55860866,7460349.33024773,379.0,Jeerinah_Formation
334,533224.0577387383,7459986.475194842,380.0,Jeerinah_Formation
335,532826.6075219044,7460221.158917277,381.0,Jeerinah_Formation
336,532343.79982265,7460127.89163973,374.0,Jeerinah_Formation
337,532036.9947083939,7460030.365995975,374.0,Jeerinah_Formation
338,531646.4079153095,7460202.871876779,393.0,Jeerinah_Formation
339,529095.40973529,7459163.96826604,388.0,Jeerinah_Formation
340,527344.1694525,7458669.99004665,360.33414,Jeerinah_Formation
341,526188.26159408,7458663.48918191,358.0,Jeerinah_Formation
342,522753.2695548,7458825.02838474,370.0,Jeerinah_Formation
343,522110.1346175979,7458750.101262152,355.0,Jeerinah_Formation
344,521653.5740582447,7459587.20222195,351.0,Jeerinah_Formation
345,518000.5424793,7459582.05888592,337.0,Jeerinah_Formation
346,576436.92024156,7497119.0400717,735.0,Jeerinah_Formation
347,577756.93849008,7496545.05832283,721.0,Jeerinah_Formation
348,579894.78620275,7495439.04949794,796.0,Jeerinah_Formation
349,581931.51241192,7494466.56820113,858.0,Jeerinah_Formation
350,582906.92929065,7492310.06989204,839.0,Jeerinah_Formation
351,583867.17848187,7492305.05984408,826.0,Jeerinah_Formation
352,585038.25017434,7491159.06114436,800.0,Jeerinah_Formation
353,587187.06092271,7491026.55218727,868.0,Jeerinah_Formation
354,588774.94826057,7489280.54159111,804.0,Jeerinah_Formation
355,589294.7592979999,7487616.50766392,834.0,Jeerinah_Formation
356,591140.86002118,7488001.00868119,749.0,Jeerinah_Formation
357,591745.03902064,7489321.53906111,783.0,Jeerinah_Formation
358,592312.63060744,7488344.53167457,789.0,Jeerinah_Formation
359,594067.3289296,7486928.49920871,730.0,Jeerinah_Formation
360,594321.39957031,7488168.55100052,752.0,Jeerinah_Formation
361,593252.76209128,7489428.05931726,883.0,Jeerinah_Formation
362,593760.66858261,7490577.06900975,898.0,Jeerinah_Formation
363,595930.05106294,7490731.11073508,1042.0,Jeerinah_Formation
364,596269.69159341,7489933.66102989,902.0,Jeerinah_Formation
365,596156.67030108,7488928.64033199,866.0,Jeerinah_Formation
366,595418.36280491,7488805.10982957,746.0,Jeerinah_Formation
367,595954.52858445,7486619.00926225,829.0,Jeerinah_Formation
368,596778.58959847,7486092.48957167,705.0,Jeerinah_Formation
369,597021.04020148,7487530.07836624,719.0,Jeerinah_Formation
370,597358.89273343,7488979.1778780995,842.0,Jeerinah_Formation
371,598731.17078061,7489996.58011359,965.0,Jeerinah_Formation
372,600968.1391924,7489640.30938937,894.0,Jeerinah_Formation
373,603227.52146046,7488679.58767845,973.0,Jeerinah_Formation
374,604817.28134213,7487353.74158001,955.0,Jeerinah_Formation
375,605450.30152012,7485421.80218608,779.0,Jeerinah_Formation
376,604812.70246235,7485055.77069941,989.0,Jeerinah_Formation
377,603823.53854717,7485653.20918042,744.0,Jeerinah_Formation
378,603186.25856243,7486694.1498698,757.0,Jeerinah_Formation
379,601581.28223416,7487543.23042158,726.0,Jeerinah_Formation
380,601138.52751869,7488054.76774255,825.0,Jeerinah_Formation
381,601300.79127483,7486087.2309115995,814.0,Jeerinah_Formation
382,600397.32818045,7484723.26990516,691.0,Jeerinah_Formation
383,610339.49999152,7489150.28195779,833.0,Jeerinah_Formation
384,611486.72011968,7488322.70809191,868.0,Jeerinah_Formation
385,610711.74032143,7487200.78151344,966.0,Jeerinah_Formation
386,609288.40949545,7487475.85915682,743.0,Jeerinah_Formation
387,608679.98865951,7487924.88773958,756.0,Jeerinah_Formation
388,608043.68889612,7489188.41731709,989.0,Jeerinah_Formation
389,606847.54980107,7490384.83931912,914.0,Jeerinah_Formation
390,608561.27045367,7489681.87962392,891.0,Jeerinah_Formation
391,610124.23164741,7489355.28879661,833.0,Jeerinah_Formation
392,634539.9744125451,7463144.524456895,640.0,Jeerinah_Formation
393,638233.14950724,7463078.24009823,665.0,Jeerinah_Formation
394,639454.38900657,7463388.72246348,714.0,Jeerinah_Formation
395,642148.88896479,7464512.63922829,686.0,Jeerinah_Formation
396,535417.41028137,7467541.25858049,423.0,Mount_Roe_Basalt
397,535998.38985508,7468015.25198655,423.0,Mount_Roe_Basalt
398,536291.33981015,7468096.74972715,423.0,Mount_Roe_Basalt
399,537455.30050376,7468147.77789254,443.0,Mount_Roe_Basalt
400,539188.60996577,7468889.33813761,443.0,Mount_Roe_Basalt
401,541269.45161304,7470507.40954371,456.0,Mount_Roe_Basalt
402,541865.91807046,7472105.45279372,449.0,Mount_Roe_Basalt
403,542251.3108826,7472288.96938789,455.0,Mount_Roe_Basalt
404,544367.55807448,7472635.53950904,448.0,Mount_Roe_Basalt
405,537833.39053655,7468177.28922757,427.0,Mount_Roe_Basalt
406,538882.67074581,7468750.81924751,417.0,Mount_Roe_Basalt
407,631439.60254674,7423836.88141513,520.0,Beasley_River_Quartzite
408,630816.23190079,7423913.2109908005,504.0,Beasley_River_Quartzite
409,630697.39934111,7424327.13995961,503.0,Beasley_River_Quartzite
410,631472.23874487,7424930.20992724,508.0,Beasley_River_Quartzite
411,634044.78044398,7425598.358249499,512.0,Beasley_River_Quartzite
412,634816.90967002,7425531.87994023,514.0,Beasley_River_Quartzite
413,635091.80863115,7425165.48061211,513.0,Beasley_River_Quartzite
414,634778.68100321,7424798.06114871,513.0,Beasley_River_Quartzite
415,632091.48008391,7423985.01047113,520.0,Beasley_River_Quartzite
416,631715.36164847,7423885.93121801,520.0,Beasley_River_Quartzite
417,564285.5327838375,7428037.936607265,373.0,Mount_McGrath_Formation
418,565258.4203795999,7427460.322537799,445.0,Mount_McGrath_Formation
419,566429.79097324,7426923.84770675,403.0,Mount_McGrath_Formation
420,560453.4154261235,7429642.604481553,359.0,Mount_McGrath_Formation
421,560770.22026376,7429540.20060971,395.0,Mount_McGrath_Formation
422,562269.92931532,7429036.72108436,383.0,Mount_McGrath_Formation
423,578217.0128097746,7422929.586941347,448.0,Mount_McGrath_Formation
424,578822.93052838,7422612.37823599,403.0,Mount_McGrath_Formation
425,579529.28907317,7422301.38097296,403.0,Mount_McGrath_Formation
426,562858.72972391,7428957.72857856,501.0,Mount_McGrath_Formation
427,563112.8487438001,7428664.75004599,440.0,Mount_McGrath_Formation
428,563791.56000468,7428325.27058345,440.0,Mount_McGrath_Formation
429,566710.4817224835,7427246.206775341,426.0,Mount_McGrath_Formation
430,570882.85163225,7425692.41104472,435.0,Mount_McGrath_Formation
431,572776.01793083,7424929.399181799,468.0,Mount_McGrath_Formation
432,574895.24004308,7423996.89161001,393.0,Mount_McGrath_Formation
433,576108.6319152861,7423666.628539807,403.0,Mount_McGrath_Formation
434,576140.3693771511,7423661.854273284,403.0,Mount_McGrath_Formation
435,577410.03107957,7423346.88153839,383.0,Mount_McGrath_Formation
436,580805.4355788185,7421944.170587327,465.0,Mount_McGrath_Formation
437,581846.35395729,7421990.87982276,461.0,Mount_McGrath_Formation
438,583250.03891346,7421663.87928563,457.0,Mount_McGrath_Formation
439,584466.76827593,7421346.37844759,498.0,Mount_McGrath_Formation
440,568031.99363242,7425269.25943285,413.0,Mount_McGrath_Formation
441,568488.43964818,7424709.37065099,432.0,Mount_McGrath_Formation
442,569698.67991668,7424192.38907701,421.0,Mount_McGrath_Formation
443,570157.44131453,7424104.37902604,403.0,Mount_McGrath_Formation
444,570860.10978416,7423655.37959976,423.0,Mount_McGrath_Formation
445,572207.02982281,7423050.37224809,421.0,Mount_McGrath_Formation
446,580158.9105700458,7422039.209665551,421.0,Mount_McGrath_Formation
447,580207.46934315,7422018.8719464,411.0,Mount_McGrath_Formation
448,575848.8381130975,7435784.684766699,416.0,Pyradie_Formation
449,576687.19009572,7437409.07088677,424.0,Pyradie_Formation
450,577491.91034768,7438839.59163598,435.0,Pyradie_Formation
451,577903.16168767,7440181.10940125,448.0,Pyradie_Formation
452,578171.37949429,7441647.62812823,468.0,Pyradie_Formation
453,577527.50168231,7443954.61865768,537.0,Pyradie_Formation
454,577143.5128551911,7444806.9781435365,475.0,Pyradie_Formation
455,577498.9704527161,7444873.45622377,487.0,Pyradie_Formation
456,577359.319149,7445895.13206369,508.0,Pyradie_Formation
457,576112.55897475,7447851.11082397,532.0,Pyradie_Formation
458,573944.77086136,7448871.06076252,539.0,Pyradie_Formation
459,571625.11959976,7449866.49009394,513.0,Pyradie_Formation
460,569171.6277893,7450641.42043814,542.0,Pyradie_Formation
461,567253.66732188,7451128.36978328,570.0,Pyradie_Formation
462,565800.6685624,7452332.90098355,549.0,Pyradie_Formation
463,564208.82082497,7453545.45197828,534.0,Pyradie_Formation
464,563661.56941747,7453997.97058781,535.0,Pyradie_Formation
465,561370.9681835,7454499.958494999,592.0,Pyradie_Formation
466,560827.0739008043,7454952.98382624,656.0,Pyradie_Formation
467,562964.3751545104,7454657.6823909925,550.0,Pyradie_Formation
468,562737.7792709001,7454914.99089064,545.0,Pyradie_Formation
469,561413.14925564,7455296.49412947,563.0,Pyradie_Formation
470,559556.16592449,7456362.22120793,597.0,Pyradie_Formation
471,558026.19935334,7457126.49859655,554.0,Pyradie_Formation
472,555510.15005586,7457611.03171605,545.0,Pyradie_Formation
473,552562.45010546,7458237.96103975,533.0,Pyradie_Formation
474,550300.47108093,7458638.43106242,475.0,Pyradie_Formation
475,547863.13958701,7459625.48898449,482.0,Pyradie_Formation
476,545649.99201257,7459599.51992983,440.0,Pyradie_Formation
477,544611.0242685928,7458995.366725152,429.0,Pyradie_Formation
478,544718.9048944964,7458720.048743002,450.0,Pyradie_Formation
479,543674.65873954,7458789.028555,435.0,Pyradie_Formation
480,541999.39115086,7459543.11002007,420.0,Pyradie_Formation
481,541428.33905998,7459826.11127685,441.0,Pyradie_Formation
482,630410.95668062,7431588.98970892,526.0,Cheela_Springs_Basalt
483,627665.00829341,7430502.46298788,539.0,Cheela_Springs_Basalt
484,621386.40963089,7431295.29678264,496.0,Cheela_Springs_Basalt
485,616750.48264219,7431702.53390194,524.0,Cheela_Springs_Basalt
486,613723.19267398,7432813.17270472,612.0,Cheela_Springs_Basalt
487,615468.35270903,7434534.58284221,527.0,Cheela_Springs_Basalt
488,616113.58841723,7435015.32515694,573.0,Cheela_Springs_Basalt
489,620017.29113969,7436487.92593887,615.0,Cheela_Springs_Basalt
490,625410.14467733,7436906.15125503,653.0,Cheela_Springs_Basalt
491,628242.28914681,7435470.97347073,578.0,Cheela_Springs_Basalt
492,630150.24256028,7433557.54931559,635.0,Cheela_Springs_Basalt
493,630544.10029423,7432143.00609153,545.0,Cheela_Springs_Basalt
494,611675.1288211279,7421210.0584493065,498.0,Turee_Creek_Group
495,611492.2829822353,7421289.288055005,498.0,Turee_Creek_Group
496,612725.8812732771,7422144.315036269,467.0,Turee_Creek_Group
497,612024.25249941,7422974.07997127,468.0,Turee_Creek_Group
498,610939.78197501,7423556.08844468,451.0,Turee_Creek_Group
499,610093.26026801,7423873.61070769,441.0,Turee_Creek_Group
500,632376.8976629698,7421980.359199185,516.0,Turee_Creek_Group
501,631228.69050007,7421943.28832897,518.0,Turee_Creek_Group
502,630170.55050776,7421519.47019801,512.0,Turee_Creek_Group
503,644270.745067956,7432466.637804528,552.0,Turee_Creek_Group
504,643158.76171222,7431994.70758852,547.0,Turee_Creek_Group
505,643238.24080852,7431571.17071072,547.0,Turee_Creek_Group
506,643555.68068366,7431333.15195272,547.0,Turee_Creek_Group
507,644270.745067956,7425043.672371312,539.0,Turee_Creek_Group
508,642936.453654796,7424255.811923434,538.0,Turee_Creek_Group
509,642702.9445114132,7424470.059794019,537.0,Turee_Creek_Group
510,640619.20073086,7423582.72054826,521.0,Turee_Creek_Group
511,635672.74825728,7421758.3907319,518.0,Turee_Creek_Group
512,635090.78889672,7421520.29055073,519.0,Turee_Creek_Group
513,640856.83177117,7438184.94838755,602.0,Turee_Creek_Group
514,644270.745067956,7436014.69132317,560.0,Turee_Creek_Group
515,608258.1672528043,7423002.073797965,426.0,Turee_Creek_Group
516,605451.7503673147,7424395.7286638925,456.0,Turee_Creek_Group
517,605869.4488044636,7425205.356526781,448.0,Turee_Creek_Group
518,603480.18908214,7425884.34977634,454.0,Turee_Creek_Group
519,601628.47089733,7427286.43893782,492.0,Turee_Creek_Group
520,599142.15054813,7428159.43045972,499.0,Turee_Creek_Group
521,598535.9230650719,7428338.960310354,548.0,Turee_Creek_Group
522,598663.4863346819,7428414.413835369,499.0,Turee_Creek_Group
523,596020.98937816,7430645.948918201,529.0,Turee_Creek_Group
524,592978.98861382,7434534.40017101,542.0,Turee_Creek_Group
525,593322.86854289,7435936.44074588,534.0,Turee_Creek_Group
526,598798.6596936,7435381.13055157,515.0,Turee_Creek_Group
527,600015.40184291,7435539.66982438,526.0,Turee_Creek_Group
528,603612.88145612,7436650.639449299,520.0,Turee_Creek_Group
529,611495.39858203,7439851.70861365,482.0,Turee_Creek_Group
530,617393.95896537,7441941.23899229,524.0,Turee_Creek_Group
531,621282.41072843,7444057.62895709,540.0,Turee_Creek_Group
532,625170.84990615,7445459.37132806,561.0,Turee_Creek_Group
533,627445.66133557,7447178.21098228,574.0,Turee_Creek_Group
534,628715.34782087,7445802.59846631,557.0,Turee_Creek_Group
535,633080.02925432,7444030.59149618,555.0,Turee_Creek_Group
536,638026.42858442,7439745.51977067,546.0,Turee_Creek_Group
537,640010.33774892,7438766.48116907,558.0,Turee_Creek_Group
538,514222.82423788705,7461502.622749446,361.0,Turee_Creek_Group
539,515933.29136658,7459818.56180699,340.0,Turee_Creek_Group
540,516690.84174546,7459973.55832774,399.0,Turee_Creek_Group
541,516938.28914492,7459858.05950292,399.0,Turee_Creek_Group
542,517308.13000863,7460059.57078388,345.0,Turee_Creek_Group
543,517521.10893166,7460714.07895544,357.0,Turee_Creek_Group
544,526916.84106346,7507564.58170035,561.0,Turee_Creek_Group
545,532013.40103517,7508548.66975352,595.0,Turee_Creek_Group
546,533041.40998231,7507717.67045971,598.0,Turee_Creek_Group
547,529279.14016946,7505442.59959089,560.0,Turee_Creek_Group
548,526654.36969929,7504655.06131971,546.0,Turee_Creek_Group
549,521098.64891779993,7503867.99041291,523.0,Turee_Creek_Group
550,517327.84020049,7503193.44891036,509.0,Turee_Creek_Group
551,516569.9897101187,7502995.179018217,505.0,Turee_Creek_Group
552,515253.9652897357,7505525.156303448,504.0,Turee_Creek_Group
553,518079.05159515,7506117.46876826,515.0,Turee_Creek_Group
554,525888.77727527,7507345.55938777,558.0,Turee_Creek_Group
555,516974.19612537755,7502431.060227063,511.0,Turee_Creek_Group
556,515094.36837107,7502584.41129599,503.0,Turee_Creek_Group
557,513937.06722499,7502360.90845949,503.0,Turee_Creek_Group
558,513429.45925575,7502178.39905768,503.0,Turee_Creek_Group
559,512367.8448363069,7502787.42672789,491.0,Turee_Creek_Group
560,511975.4630899804,7502680.677405275,491.0,Turee_Creek_Group
561,511975.4630899804,7505615.275392558,497.0,Turee_Creek_Group
562,513043.66955381,7505731.40038122,518.0,Turee_Creek_Group
563,514607.09125594,7506056.43016569,510.0,Turee_Creek_Group
564,564704.46146581,7490398.86767492,603.0,Turee_Creek_Group
565,567063.01925308,7489806.88935366,648.0,Turee_Creek_Group
566,568434.36858195,7488620.92903752,600.0,Turee_Creek_Group
567,569139.42129491,7487010.95259347,611.0,Turee_Creek_Group
568,568997.92073456,7486486.45030776,606.0,Turee_Creek_Group
569,568515.06012929,7486295.44916584,616.0,Turee_Creek_Group
570,566097.37932553,7486239.40105194,618.0,Turee_Creek_Group
571,562688.06953127,7485872.85002021,588.0,Turee_Creek_Group
572,558779.85086832,7485895.8185085,568.0,Turee_Creek_Group
573,555836.07125476,7486728.79060516,542.0,Turee_Creek_Group
574,552388.76000066,7488291.7586767,544.0,Turee_Creek_Group
575,550480.60911968,7489028.73194874,553.0,Turee_Creek_Group
576,550254.62157885,7489231.72952577,553.0,Turee_Creek_Group
577,550234.66995102,7489292.23041662,553.0,Turee_Creek_Group
578,550285.73805215,7489586.22938499,564.0,Turee_Creek_Group
579,551355.00040584,7489970.96196577,568.0,Turee_Creek_Group
580,553519.37869441,7490376.25776433,567.0,Turee_Creek_Group
581,554807.80789655,7490256.26958156,569.0,Turee_Creek_Group
582,555064.81972477,7490002.76857262,561.0,Turee_Creek_Group
583,555121.18067826,7489605.26845719,561.0,Turee_Creek_Group
584,555680.94017578,7489904.28001399,560.0,Turee_Creek_Group
585,556613.37015054,7490170.29053041,563.0,Turee_Creek_Group
586,559565.77068844,7490140.3198423,593.0,Turee_Creek_Group
587,561353.13826393,7490455.83992528,579.0,Turee_Creek_Group
588,563199.93872746,7490406.35202515,577.0,Turee_Creek_Group
589,564290.6917664,7490448.85968825,595.0,Turee_Creek_Group
590,511975.4630899804,7449015.993737052,308.0,Ashburton_Formation
591,515578.31578893,7446399.85573018,299.0,Ashburton_Formation
592,515548.5200656,7446239.75097158,299.0,Ashburton_Formation
593,514293.74676054,7446273.34062656,299.0,Ashburton_Formation
594,512804.44138637,7447588.97856759,301.0,Ashburton_Formation
595,558320.9877379896,7430610.1552976975,346.0,Beasley_River_Quartzite
596,558881.80102336,7430180.69980797,341.0,Beasley_River_Quartzite
597,559697.39246143,7429770.19125374,384.0,Beasley_River_Quartzite
598,560315.89996514,7429551.19124358,359.0,Beasley_River_Quartzite
599,555217.3960038295,7432089.531919696,370.0,Beasley_River_Quartzite
600,555378.2724794005,7432058.2697226675,349.0,Beasley_River_Quartzite
601,555402.0576394064,7432053.647689796,349.0,Beasley_River_Quartzite
602,556964.99118898,7431331.7382071,350.0,Beasley_River_Quartzite
603,557930.1791429,7430806.72964554,350.0,Beasley_River_Quartzite
604,558287.955630468,7430535.032431704,346.0,Beasley_River_Quartzite
605,553730.06228284,7432784.045779699,427.0,Beasley_River_Quartzite
606,554425.00014037,7432466.32958501,354.0,Beasley_River_Quartzite
607,554873.7081181,7432220.81976861,431.0,Beasley_River_Quartzite
608,629110.00177954,7437018.2795684,554.0,Beasley_River_Quartzite
609,631994.31083391,7433687.24168417,649.0,Beasley_River_Quartzite
610,631172.051332,7430170.71706288,521.0,Beasley_River_Quartzite
611,620700.57798095,7430475.51756509,479.0,Beasley_River_Quartzite
612,612222.84885886,7431384.23974486,458.0,Beasley_River_Quartzite
613,611961.68663836,7431598.26061137,450.0,Beasley_River_Quartzite
614,612365.11141989,7433698.91052758,468.0,Beasley_River_Quartzite
615,618554.29858339,7437007.99203809,500.0,Beasley_River_Quartzite
616,626348.08094807,7438030.84018342,627.0,Beasley_River_Quartzite
617,628614.04133365,7437446.30047457,552.0,Beasley_River_Quartzite
618,644270.745067956,7478764.357759219,835.0,Brockman_Iron_Formation
619,640177.61950454,7479811.22004179,747.0,Brockman_Iron_Formation
620,635172.61042857,7481704.25189593,1039.0,Brockman_Iron_Formation
621,632942.0102919,7482592.78164603,902.0,Brockman_Iron_Formation
622,632471.24192182,7483194.29942531,763.0,Brockman_Iron_Formation
623,632592.81005581,7484725.82172703,719.0,Brockman_Iron_Formation
624,632654.25047793,7487211.86993747,691.0,Brockman_Iron_Formation
625,632383.27863532,7488013.88975875,720.0,Brockman_Iron_Formation
626,631260.27144211,7488450.9008492995,726.0,Brockman_Iron_Formation
627,629378.96121241,7489570.41841898,709.0,Brockman_Iron_Formation
628,628598.57851288,7490349.94871128,806.0,Brockman_Iron_Formation
629,628453.88814634,7492138.48823779,799.0,Brockman_Iron_Formation
630,628920.16831099,7493542.53929639,732.0,Brockman_Iron_Formation
631,628969.54196312,7495461.08229368,769.0,Brockman_Iron_Formation
632,629539.6392215999,7497347.12253881,751.0,Brockman_Iron_Formation
633,630066.63022843,7497868.62070704,720.0,Brockman_Iron_Formation
634,631009.5701341999,7497828.11264873,728.0,Brockman_Iron_Formation
635,631786.38969441,7498104.61875899,730.0,Brockman_Iron_Formation
636,633995.57929296,7499360.12200317,774.0,Brockman_Iron_Formation
637,635008.61022921,7499899.63858416,834.0,Brockman_Iron_Formation
638,634700.09100759,7500544.14024485,950.0,Brockman_Iron_Formation
639,634332.58947903,7502156.64115485,814.0,Brockman_Iron_Formation
640,632059.85882445,7502983.64006214,812.0,Brockman_Iron_Formation
641,629995.3321163,7503472.14905049,757.0,Brockman_Iron_Formation
642,628630.02841934,7503887.15953147,928.0,Brockman_Iron_Formation
643,626005.43021318,7504276.66056785,954.0,Brockman_Iron_Formation
644,623160.84788204,7505215.18123809,942.0,Brockman_Iron_Formation
645,620586.16010162,7506731.20866379,815.0,Brockman_Iron_Formation
646,618477.87890795,7507360.24055278,885.0,Brockman_Iron_Formation
647,618541.11017337,7505946.7312907,962.0,Brockman_Iron_Formation
648,617250.56999958,7504975.22091559,1126.0,Brockman_Iron_Formation
649,613203.39046881,7506298.22125576,759.0,Brockman_Iron_Formation
650,609518.91230642,7507695.26055061,1149.0,Brockman_Iron_Formation
651,607860.74060798,7508054.27923027,736.0,Brockman_Iron_Formation
652,606283.00178039,7509265.81787617,1013.0,Brockman_Iron_Formation
653,634751.39014537,7425952.7806427,512.0,Beasley_River_Quartzite
654,634459.61096357,7426068.75105852,510.0,Beasley_River_Quartzite
655,634578.94866815,7426508.14905148,510.0,Beasley_River_Quartzite
