0.000000000000000000e+00,0.000000000000000000e+00,2.096000000000000000e+03,3.352500000000000000e+03,3.972500000000000000e+03,4.403500000000000000e+03,5.888000000000000000e+03,6.659000000000000000e+03,6.872000000000000000e+03,7.263500000000000000e+03,7.870000000000000000e+03,8.614000000000000000e+03,8.757000000000000000e+03,8.946000000000000000e+03,9.205000000000000000e+03,9.825000000000000000e+03,1.044500000000000000e+04,1.115100000000000000e+04,1.164450000000000000e+04,1.208500000000000000e+04,1.319400000000000000e+04,1.382400000000000000e+04,1.444400000000000000e+04,1.506400000000000000e+04,1.506400000000000000e+04,1.568400000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.256500000000000000e+03,1.876500000000000000e+03,2.307500000000000000e+03,3.792000000000000000e+03,4.563000000000000000e+03,4.776000000000000000e+03,5.167500000000000000e+03,5.774000000000000000e+03,6.518000000000000000e+03,6.661000000000000000e+03,6.850000000000000000e+03,7.109000000000000000e+03,7.729000000000000000e+03,8.349000000000000000e+03,9.055000000000000000e+03,9.548500000000000000e+03,9.989000000000000000e+03,1.109800000000000000e+04,1.172800000000000000e+04,1.234800000000000000e+04,1.296800000000000000e+04,1.296800000000000000e+04,1.358800000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.200000000000000000e+02,1.051000000000000000e+03,2.535500000000000000e+03,3.306500000000000000e+03,3.519500000000000000e+03,3.911000000000000000e+03,4.517500000000000000e+03,5.261500000000000000e+03,5.404500000000000000e+03,5.593500000000000000e+03,5.852500000000000000e+03,6.472500000000000000e+03,7.092500000000000000e+03,7.798500000000000000e+03,8.292000000000000000e+03,8.732500000000000000e+03,9.841500000000000000e+03,1.047150000000000000e+04,1.109150000000000000e+04,1.171150000000000000e+04,1.171150000000000000e+04,1.233150000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.310000000000000000e+02,1.915500000000000000e+03,2.686500000000000000e+03,2.899500000000000000e+03,3.291000000000000000e+03,3.897500000000000000e+03,4.641500000000000000e+03,4.784500000000000000e+03,4.973500000000000000e+03,5.232500000000000000e+03,5.852500000000000000e+03,6.472500000000000000e+03,7.178500000000000000e+03,7.672000000000000000e+03,8.112500000000000000e+03,9.221500000000000000e+03,9.851500000000000000e+03,1.047150000000000000e+04,1.109150000000000000e+04,1.109150000000000000e+04,1.171150000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.484500000000000000e+03,2.255500000000000000e+03,2.468500000000000000e+03,2.860000000000000000e+03,3.466500000000000000e+03,4.210500000000000000e+03,4.353500000000000000e+03,4.542500000000000000e+03,4.801500000000000000e+03,5.421500000000000000e+03,6.041500000000000000e+03,6.747500000000000000e+03,7.241000000000000000e+03,7.681500000000000000e+03,8.790500000000000000e+03,9.420500000000000000e+03,1.004050000000000000e+04,1.066050000000000000e+04,1.066050000000000000e+04,1.128050000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.710000000000000000e+02,9.840000000000000000e+02,1.375500000000000000e+03,1.982000000000000000e+03,2.726000000000000000e+03,2.869000000000000000e+03,3.058000000000000000e+03,3.317000000000000000e+03,3.937000000000000000e+03,4.557000000000000000e+03,5.263000000000000000e+03,5.756500000000000000e+03,6.197000000000000000e+03,7.306000000000000000e+03,7.936000000000000000e+03,8.556000000000000000e+03,9.176000000000000000e+03,9.176000000000000000e+03,9.796000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.130000000000000000e+02,6.045000000000000000e+02,1.211000000000000000e+03,1.955000000000000000e+03,2.098000000000000000e+03,2.287000000000000000e+03,2.546000000000000000e+03,3.166000000000000000e+03,3.786000000000000000e+03,4.492000000000000000e+03,4.985500000000000000e+03,5.426000000000000000e+03,6.535000000000000000e+03,7.165000000000000000e+03,7.785000000000000000e+03,8.405000000000000000e+03,8.405000000000000000e+03,9.025000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.915000000000000000e+02,9.980000000000000000e+02,1.742000000000000000e+03,1.885000000000000000e+03,2.074000000000000000e+03,2.333000000000000000e+03,2.953000000000000000e+03,3.573000000000000000e+03,4.279000000000000000e+03,4.772500000000000000e+03,5.213000000000000000e+03,6.322000000000000000e+03,6.952000000000000000e+03,7.572000000000000000e+03,8.192000000000000000e+03,8.192000000000000000e+03,8.812000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.065000000000000000e+02,1.350500000000000000e+03,1.493500000000000000e+03,1.682500000000000000e+03,1.941500000000000000e+03,2.561500000000000000e+03,3.181500000000000000e+03,3.887500000000000000e+03,4.381000000000000000e+03,4.821500000000000000e+03,5.930500000000000000e+03,6.560500000000000000e+03,7.180500000000000000e+03,7.800500000000000000e+03,7.800500000000000000e+03,8.420500000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.440000000000000000e+02,8.870000000000000000e+02,1.076000000000000000e+03,1.335000000000000000e+03,1.955000000000000000e+03,2.575000000000000000e+03,3.281000000000000000e+03,3.774500000000000000e+03,4.215000000000000000e+03,5.324000000000000000e+03,5.954000000000000000e+03,6.574000000000000000e+03,7.194000000000000000e+03,7.194000000000000000e+03,7.814000000000000000e+03
