X,Y,Z,azimuth,dip,polarity,formation
540855.7583959,7476343.07302141,447.,1.1667480748860442,45,0,Rocklea_Inlier_metagranitic_unit
541224.68949075,7476335.55921922,447.,324.47346078516966,45,0,Rocklea_Inlier_metagranitic_unit
544003.99001284,7477163.14045784,455.,235.84887934395502,45,0,Rocklea_Inlier_metagranitic_unit
542990.09090526,7477900.64864228,467.,199.16872354547183,45,0,Rocklea_Inlier_metagranitic_unit
541687.39900039,7478111.15142602,451.,119.95541938330331,45,0,Rocklea_Inlier_metagranitic_unit
542769.040812,7476908.60916732,480.,38.530146755902734,45,0,Rocklea_Inlier_metagranitic_unit
543275.31147864,7476384.10886607,462.,78.32298811195699,45,0,Rocklea_Inlier_metagranitic_unit
543336.91083865,7475963.60162352,475.,90.26113321053765,45,0,Rocklea_Inlier_metagranitic_unit
543401.18213688,7474773.06972595,458.,65.54215297334866,45,0,Rocklea_Inlier_metagranitic_unit
544047.28837855,7474254.06990026,475.,6.898378726596803,45,0,Rocklea_Inlier_metagranitic_unit
544614.65762966,7474531.08040002,448.,284.3156024156435,45,0,Rocklea_Inlier_metagranitic_unit
544653.68097871,7474709.09855472,448.,270.2388177356374,45,0,Rocklea_Inlier_metagranitic_unit
544669.61969176,7473027.55845657,448.,192.8227607699749,45,0,Rocklea_Inlier_metagranitic_unit
541847.53985622,7472802.96003242,455.,167.78110327502378,45,0,Rocklea_Inlier_metagranitic_unit
540163.87050434,7472034.39073035,438.,112.06581515373239,45,0,Rocklea_Inlier_metagranitic_unit
540080.04992167,7471799.39822575,438.,102.62575116454332,45,0,Rocklea_Inlier_metagranitic_unit
539834.19162728,7470916.38005782,447.,108.39713101111744,45,0,Rocklea_Inlier_metagranitic_unit
539018.85015634,7469297.34120544,433.,139.25694054333252,45,0,Rocklea_Inlier_metagranitic_unit
537831.35837896,7468323.79152147,443.,89.2052917172283,45,0,Rocklea_Inlier_metagranitic_unit
535805.28640328,7475539.8683596,434.,296.83233023005033,45,0,Rocklea_Inlier_metagranitic_unit
535611.56027553,7476240.90044947,430.,180.23729863118467,45,0,Rocklea_Inlier_metagranitic_unit
535205.72806999,7476491.39883231,430.,272.3834549408482,45,0,Rocklea_Inlier_metagranitic_unit
534711.97997234,7476971.41060094,412.,162.26451040885507,45,0,Rocklea_Inlier_metagranitic_unit
534231.74792225,7476286.39100578,415.,19.012200421421966,45,0,Rocklea_Inlier_metagranitic_unit
534587.30177917,7476163.87930148,427.,41.63686819405933,45,0,Rocklea_Inlier_metagranitic_unit
534336.97158835,7475687.87084154,416.,146.54942811944102,45,0,Rocklea_Inlier_metagranitic_unit
533569.06064451,7474679.82876288,421.,75.0010707719187,45,0,Rocklea_Inlier_metagranitic_unit
534169.68955427,7473944.81766203,424.,340.35719729143904,45,0,Rocklea_Inlier_metagranitic_unit
534924.68985956,7474895.34012237,423.,311.8063194836865,45,0,Rocklea_Inlier_metagranitic_unit
535607.23004652,7475343.35990072,431.,315.2247731099231,45,0,Rocklea_Inlier_metagranitic_unit
537833.39053655,7468177.28922757,427.,175.53690000611243,45,0,Rocklea_Inlier_metagranitic_unit
536291.33981015,7468096.74972715,423.,164.45360289516248,45,0,Rocklea_Inlier_metagranitic_unit
535998.38985508,7468015.25198655,423.,153.82526995483568,45,0,Rocklea_Inlier_metagranitic_unit
535487.90916072,7467642.74985046,423.,124.7850027286737,45,0,Rocklea_Inlier_metagranitic_unit
