GROUP_,id,x,y,z,code
Rocklea Inlier metagranitic unit,16193,544486.60044895,7477014.13912995,459.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,544410.8705882,7477129.1391502,459.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,544398.1812338,7477135.63909908,455.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,544245.43982986,7477117.1421511,455.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,544137.38020216,7477130.63048583,455.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,524538.24941781,7479935.4520637,390.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,545000.01970581,7478579.67025788,390.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,545128.8499415,7478328.16821243,390.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,545273.97101082,7478091.67010938,390.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,545330.20924286,7477894.16892749,390.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,545347.46956297,7477512.16031512,472.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,545321.02219096,7477302.16138144,472.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,545256.35725774,7477067.15024389,472.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,545115.8493161,7476940.66132401,472.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,544937.41143097,7476877.64096559,472.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,544772.07962524,7476878.63793383,459.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,544638.71817344,7476917.64162978,459.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,544543.60882135,7476962.64081672,459.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,544653.91856422,7474766.09837564,459.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,544748.74914697,7474644.61088059,459.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,544868.47112778,7474421.60093993,448.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,544918.29034758,7474204.59148378,448.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,544929.95275929,7473962.59020985,448.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,544928.91978142,7473752.5882781,448.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,544895.86076884,7473492.57888591,448.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,535417.41028137,7467541.25858049,423.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,534965.76903623,7467518.25991393,423.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,533961.21288754,7467561.77917887,423.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,533573.57034978,7467627.77097998,423.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,533077.99942791,7467725.77929484,423.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,532328.61971441,7467939.79931032,440.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,531941.51958656,7468107.31040268,440.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,531554.29922962,7468262.31100675,444.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,530723.06183413,7468642.32043844,444.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,530323.28805579,7468829.31992713,444.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,529688.9690126,7469169.82781928,432.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,529543.01902322,7469234.34182091,432.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,529390.60806108,7469279.82985753,432.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,527133.63851665,7470743.37961433,432.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,526873.74010869,7470929.37125243,432.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,526772.49833593,7471025.36957923,433.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,526146.17936975,7471709.86862759,433.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,525835.91997034,7471991.37747476,433.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,525538.34012283,7472285.88161288,433.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,525335.96198609,7472509.87089493,433.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,525058.20002452,7472943.87884574,396.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,524837.83082065,7473403.37933271,396.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,524547.82992723,7473933.38973916,396.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,524314.66015873,7474380.39137854,396.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,524113.28929708,7474826.900108,396.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,523987.71795826,7475171.39786647,399.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,523881.70982023,7475617.39919385,399.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,523884.2979535,7476158.4115723,399.,Rocklea_Inlier_metagranitic_unit
Rocklea Inlier metagranitic unit,16193,523899.47760759,7476673.90967623,399.,Rocklea_Inlier_metagranitic_unit
