X,Y,Z,formation
592570.26954898,7432544.83760919,560.,Woongarra_Rhyolite
591656.86157189,7434528.85071953,570.,Woongarra_Rhyolite
590691.43092324,7436599.39001771,569.,Woongarra_Rhyolite
590621.69134817,7437020.39767358,578.,Woongarra_Rhyolite
591248.24915728,7437036.42092114,571.,Woongarra_Rhyolite
593887.8221246,7436548.46976018,568.,Woongarra_Rhyolite
597831.22128053,7436293.08013223,532.,Woongarra_Rhyolite
603301.87136074,7438093.09978918,550.,Woongarra_Rhyolite
611525.32162362,7441093.16985404,486.,Woongarra_Rhyolite
616819.42147103,7443211.21184268,563.,Woongarra_Rhyolite
621478.28217416,7446070.12157041,570.,Woongarra_Rhyolite
624054.71019132,7449317.02795753,608.,Woongarra_Rhyolite
627462.61082847,7450852.83174557,600.,Woongarra_Rhyolite
629436.74039106,7451140.7595639,612.,Woongarra_Rhyolite
631102.34913904,7452004.25025473,612.,Woongarra_Rhyolite
631575.31055081,7451839.72968463,612.,Woongarra_Rhyolite
644270.745067956,7422726.620286751,551.,Woongarra_Rhyolite
642130.23214663,7422427.91094858,546.,Woongarra_Rhyolite
641327.35004809,7422148.87020276,542.,Woongarra_Rhyolite
638622.10140672,7421260.28872568,528.,Woongarra_Rhyolite
638675.71757775,7455515.30123952,643.,Woongarra_Rhyolite
639098.56951923,7454712.29985146,633.,Woongarra_Rhyolite
635791.81068053,7454527.29978741,631.,Woongarra_Rhyolite
631903.03964361,7455797.39120552,636.,Woongarra_Rhyolite
631585.57896519,7456193.90926986,648.,Woongarra_Rhyolite
632061.71888888,7456405.89007979,648.,Woongarra_Rhyolite
633331.51069649,7456908.34912386,676.,Woongarra_Rhyolite
636188.56993557,7457199.3090744,645.,Woongarra_Rhyolite
638675.27126451,7456193.79044345,655.,Woongarra_Rhyolite
638251.99972589,7455770.80098582,643.,Woongarra_Rhyolite
519030.03021542,7463741.60068966,365.,Woongarra_Rhyolite
517617.50811359,7463590.60044592,364.,Woongarra_Rhyolite
517331.34121443,7463592.08886699,364.,Woongarra_Rhyolite
514579.16138908,7463906.07116308,381.,Woongarra_Rhyolite
561992.06138341,7491548.82850152,567.,Woongarra_Rhyolite
565271.74790412,7491522.85864674,620.,Woongarra_Rhyolite
568683.69848674,7490649.9203138,626.,Woongarra_Rhyolite
571153.85060621,7486217.36847129,630.,Woongarra_Rhyolite
569159.72898675,7485280.4604895,623.,Woongarra_Rhyolite
563869.94917868,7484857.38077434,618.,Woongarra_Rhyolite
558712.48735044,7484857.31136942,589.,Woongarra_Rhyolite
555354.52106106,7485756.29041386,563.,Woongarra_Rhyolite
553280.83235456,7486703.76761979,524.,Woongarra_Rhyolite
552583.56835586,7487114.74835338,542.,Woongarra_Rhyolite
551347.46120204,7487732.94991028,540.,Woongarra_Rhyolite
549365.73104358,7488723.71958865,558.,Woongarra_Rhyolite
548936.63872454,7489850.22144432,581.,Woongarra_Rhyolite
550545.60905507,7490547.22882518,574.,Woongarra_Rhyolite
552494.17777237,7490904.74829478,576.,Woongarra_Rhyolite
555179.99934119,7491002.77009538,576.,Woongarra_Rhyolite
558231.97838256,7490903.81112125,573.,Woongarra_Rhyolite
560537.25231859,7491565.81822315,578.,Woongarra_Rhyolite
561330.88850814,7491654.82883698,584.,Woongarra_Rhyolite
511975.4630899804,7469426.0850861585,337.,Woongarra_Rhyolite
514705.64062492,7467749.49982136,470.,Woongarra_Rhyolite
517623.52954911,7466187.05139987,390.,Woongarra_Rhyolite
519842.98010936,7464851.09076266,465.,Woongarra_Rhyolite
521811.38980351,7464210.57929693,547.,Woongarra_Rhyolite
522192.4294512,7464106.56983173,426.,Woongarra_Rhyolite
523804.61814652,7463455.06047013,409.,Woongarra_Rhyolite
523205.11941482,7463095.57979993,404.,Woongarra_Rhyolite
520862.11082696,7462529.10984005,391.,Woongarra_Rhyolite
520092.99249721,7462596.60929204,417.,Woongarra_Rhyolite
558644.03960198,7442669.76906013,393.,Hardey_Formation
556960.50102946,7441278.28024782,390.,Hardey_Formation
556311.79042325,7440423.28140746,385.,Hardey_Formation
556508.38816138,7439365.78840632,405.,Hardey_Formation
559016.30097144,7438147.78143547,418.,Hardey_Formation
560149.07010722,7437324.25125793,390.,Hardey_Formation
563006.37814327,7436470.75946673,392.,Hardey_Formation
565350.09004418,7436448.82988,422.,Hardey_Formation
567818.2887262,7436078.8996607,402.,Hardey_Formation
570410.23029609,7436425.47811588,416.,Hardey_Formation
572455.19043782,7437231.0188673,419.,Hardey_Formation
572786.34053978,7438779.95496247,436.,Hardey_Formation
572758.81134013,7439683.01922248,432.,Hardey_Formation
567948.55063644,7445165.85724778,442.,Hardey_Formation
566548.5287219,7445649.30073086,473.,Hardey_Formation
566096.44949269,7446171.30098373,442.,Hardey_Formation
565584.52002075,7446123.79836902,432.,Hardey_Formation
566584.91065044,7447742.82132957,445.,Hardey_Formation
565426.5896527,7448509.3085201,456.,Hardey_Formation
564721.02088043,7448880.79957114,444.,Hardey_Formation
563391.99992842,7449629.29979686,448.,Hardey_Formation
562044.82202808,7449328.28736872,466.,Hardey_Formation
560027.70169143,7450176.27883232,433.,Hardey_Formation
560393.01314815,7448788.7795572,424.,Hardey_Formation
562311.30000027,7448352.78823782,470.,Hardey_Formation
