GROUP_,id,x,y,z,code
Fortescue Group,14341,613264.87183584,7479854.7609087,659.,Hardey_Formation
Fortescue Group,14341,612640.96131751,7479717.79037694,630.,Hardey_Formation
Fortescue Group,14341,611922.17805765,7479690.33124553,627.,Hardey_Formation
Fortescue Group,14341,611407.33887563,7479762.838025,627.,Hardey_Formation
Fortescue Group,14341,610835.46057419,7479855.37072141,624.,Hardey_Formation
Fortescue Group,14341,610123.44106642,7479897.39930788,627.,Hardey_Formation
Fortescue Group,14341,609246.06085031,7479959.43030163,639.,Hardey_Formation
Fortescue Group,14341,608406.63046592,7479963.95977943,639.,Hardey_Formation
Fortescue Group,14341,607586.41960417,7480000.48012509,630.,Hardey_Formation
Fortescue Group,14341,606950.46901207,7480003.47782548,622.,Hardey_Formation
Fortescue Group,14341,605659.20156621,7479934.46875645,621.,Hardey_Formation
Fortescue Group,14341,605181.89127913,7479853.97803466,624.,Hardey_Formation
Fortescue Group,14341,604456.3997094,7479743.48056939,623.,Hardey_Formation
Fortescue Group,14341,603833.22053932,7479746.97759056,627.,Hardey_Formation
Fortescue Group,14341,603242.430179,7479883.9612313,627.,Hardey_Formation
Fortescue Group,14341,602714.59168979,7479886.47269834,627.,Hardey_Formation
Fortescue Group,14341,602421.55092379,7479786.47207832,635.,Hardey_Formation
Fortescue Group,14341,601765.64990951,7479611.99147021,638.,Hardey_Formation
Fortescue Group,14341,601320.21895546,7479556.98904939,627.,Hardey_Formation
Fortescue Group,14341,600715.96111945,7479534.9812143,630.,Hardey_Formation
Fortescue Group,14341,600258.10970653,7479556.48135254,630.,Hardey_Formation
Fortescue Group,14341,599842.3200561,7479484.98084282,616.,Hardey_Formation
Fortescue Group,14341,599107.17841402,7479408.48930981,623.,Hardey_Formation
Fortescue Group,14341,598379.88857927,7479281.97979571,622.,Hardey_Formation
Fortescue Group,14341,598545.98135688,7479226.9908333,622.,Hardey_Formation
Fortescue Group,14341,597757.50150239,7479155.9791158,622.,Hardey_Formation
Fortescue Group,14341,597296.71887236,7479024.48959573,629.,Hardey_Formation
Fortescue Group,14341,596928.97171725,7478905.97889449,629.,Hardey_Formation
Fortescue Group,14341,596458.11939319,7478851.4777565,636.,Hardey_Formation
Fortescue Group,14341,596063.42114299,7478764.4793252,636.,Hardey_Formation
Fortescue Group,14341,595744.989789,7478664.47987257,630.,Hardey_Formation
Fortescue Group,14341,595438.82128748,7478462.48038292,630.,Hardey_Formation
Fortescue Group,14341,595233.64938187,7478119.96872547,646.,Hardey_Formation
Fortescue Group,14341,595162.09923294,7477776.44941582,646.,Hardey_Formation
Fortescue Group,14341,595287.88851329,7477489.46009191,649.,Hardey_Formation
Fortescue Group,14341,595713.0820713,7477295.94900778,642.,Hardey_Formation
Fortescue Group,14341,596329.34899394,7477158.94990521,657.,Hardey_Formation
Fortescue Group,14341,596939.46873815,7477085.94925213,690.,Hardey_Formation
Fortescue Group,14341,597562.11773534,7476961.46102611,667.,Hardey_Formation
Fortescue Group,14341,598248.18209413,7476804.96113272,725.,Hardey_Formation
Fortescue Group,14341,598819.79872337,7476655.46106855,725.,Hardey_Formation
Fortescue Group,14341,599474.70875418,7476619.96156221,682.,Hardey_Formation
Fortescue Group,14341,600116.96988983,7476616.47964905,643.,Hardey_Formation
Fortescue Group,14341,600587.46837991,7476588.47119041,643.,Hardey_Formation
Fortescue Group,14341,601191.19867788,7476502.49190168,667.,Hardey_Formation
Fortescue Group,14341,601642.29165258,7476417.4923036,651.,Hardey_Formation
Fortescue Group,14341,602331.77115868,7476305.49066128,611.,Hardey_Formation
Fortescue Group,14341,602803.72077153,7476247.99126332,614.,Hardey_Formation
Fortescue Group,14341,603104.03102331,7476219.49153796,614.,Hardey_Formation
Fortescue Group,14341,603733.26990679,7476133.97888627,600.,Hardey_Formation
Fortescue Group,14341,604363.21993311,7476068.47183038,612.,Hardey_Formation
Fortescue Group,14341,614069.53089092,7477877.17065896,744.,Hardey_Formation
Fortescue Group,14341,595340.77997391,7475216.88087953,649.,Hardey_Formation
Fortescue Group,14341,595111.788639,7475211.37930272,674.,Hardey_Formation
Fortescue Group,14341,594781.15132075,7475219.87022206,674.,Hardey_Formation
Fortescue Group,14341,594507.78019627,7475246.8791795,698.,Hardey_Formation
Fortescue Group,14341,593942.33181054,7475357.88106614,691.,Hardey_Formation
Fortescue Group,14341,593312.80911056,7475367.85867947,691.,Hardey_Formation
Fortescue Group,14341,592784.719206,7475325.85872985,691.,Hardey_Formation
Fortescue Group,14341,592440.54045726,7475155.84945873,631.,Hardey_Formation
Fortescue Group,14341,592210.16117258,7474858.33993956,629.,Hardey_Formation
Fortescue Group,14341,592094.3802937,7474572.33006128,629.,Hardey_Formation
Fortescue Group,14341,592080.06067653,7474241.31939381,629.,Hardey_Formation
Fortescue Group,14341,592115.20015487,7473611.31025735,631.,Hardey_Formation
Fortescue Group,14341,592125.78868873,7473165.79132082,630.,Hardey_Formation
Fortescue Group,14341,592149.79035274,7472853.79253945,645.,Hardey_Formation
Fortescue Group,14341,591551.16852834,7472684.7705995,651.,Hardey_Formation
Fortescue Group,14341,591563.71805879,7472646.79217677,651.,Hardey_Formation
Fortescue Group,14341,591639.40798977,7472525.27974173,651.,Hardey_Formation
Fortescue Group,14341,591728.00138932,7472423.28133422,651.,Hardey_Formation
Fortescue Group,14341,591835.43893549,7472282.28023397,651.,Hardey_Formation
Fortescue Group,14341,592006.48790074,7472141.29241123,656.,Hardey_Formation
Fortescue Group,14341,592335.99893906,7471904.28957545,656.,Hardey_Formation
Fortescue Group,14341,592735.8797248,7471730.29075147,700.,Hardey_Formation
Fortescue Group,14341,593555.23106181,7471515.799279,638.,Hardey_Formation
Fortescue Group,14341,594005.93912949,7471335.30156201,646.,Hardey_Formation
Fortescue Group,14341,594469.51954473,7471198.79846709,646.,Hardey_Formation
Fortescue Group,14341,595104.69897995,7471048.81064188,652.,Hardey_Formation
Fortescue Group,14341,595669.38177281,7470759.80991476,627.,Hardey_Formation
Fortescue Group,14341,596068.35980856,7470420.30828914,622.,Hardey_Formation
Fortescue Group,14341,596403.92930938,7470106.30862332,627.,Hardey_Formation
Fortescue Group,14341,596740.03028924,7469900.80860646,617.,Hardey_Formation
Fortescue Group,14341,597165.17059403,7469707.80860215,617.,Hardey_Formation
Fortescue Group,14341,597311.409667,7469700.30923827,617.,Hardey_Formation
Fortescue Group,14341,597489.34844059,7469667.79939131,636.,Hardey_Formation
Fortescue Group,14341,597762.65920387,7469640.81138923,636.,Hardey_Formation
Fortescue Group,14341,597997.33058894,7469512.31152756,625.,Hardey_Formation
Fortescue Group,14341,598091.7390426,7469301.80918839,625.,Hardey_Formation
Fortescue Group,14341,598039.72077893,7469059.81036003,625.,Hardey_Formation
Fortescue Group,14341,597924.10996537,7468818.80928227,656.,Hardey_Formation
Fortescue Group,14341,597700.30896616,7468559.29905308,656.,Hardey_Formation
Fortescue Group,14341,597424.8985131,7468165.79964829,651.,Hardey_Formation
Fortescue Group,14341,597373.1081631,7467962.79043716,651.,Hardey_Formation
Fortescue Group,14341,597422.76002414,7467714.29095096,651.,Hardey_Formation
Fortescue Group,14341,597543.03104816,7467598.79921559,651.,Hardey_Formation
Fortescue Group,14341,597669.97802008,7467547.29980552,651.,Hardey_Formation
